COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,CBFWAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTEQLOCATION,SMOLTEQLOCPTCODE,OUTMIGRATIONYEAR,CONTACTAGENCY,METHODNUMBER,BESTVALUE,TOTALNATURAL,TOTALNATURALLOWERLIMIT,TOTALNATURALUPPERLIMIT,TOTALNATURALALPHA,AGE0PROP,AGE0PROPLOWERLIMIT,AGE0PROPUPPERLIMIT,AGE1PROP,AGE1PROPLOWERLIMIT,AGE1PROPUPPERLIMIT,AGE2PROP,AGE2PROPLOWERLIMIT,AGE2PROPUPPERLIMIT,AGE3PROP,AGE3PROPLOWERLIMIT,AGE3PROPUPPERLIMIT,AGE4PLUSPROP,AGE4PLUSPROPLOWERLIMIT,AGE4PLUSPROPUPPERLIMIT,AGEPROPALPHA,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,LASTUPDATED,INDICATORLOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,UPDDATE,DATAENTRY,DATAENTRYNOTES,COMPILERRECORDID,PUBLISH,SNLOADDATE,VALIDATIONDATE,LASTMODIFIEDDATE,DOWNLOADDATE,DISPLAYNOTE,HLI_LASTUPDATED,ID
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,12,82,Minam River,Minam River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Minam River - spring",Minam River Spring Chinook,Minam River spring Chinook,Same,,Minam River,,2009,Oregon Department of Fish and Wildlife,1,Yes,33488,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 11 2012 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060316,Yes,Aug 10 2016  3:13PM,Oct 19 2017 10:25AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,A86D6397-2928-42E6-A186-E1AC106AC38A
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,12,82,Minam River,Minam River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Minam River - spring",Minam River Spring Chinook,Minam River spring Chinook,Same,,Minam River,,2008,Oregon Department of Fish and Wildlife,1,Yes,58968,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 11 2012 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060316,Yes,Aug 10 2016  3:12PM,Oct 19 2017 10:24AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,4ABD8ED8-32B1-4C84-A6A1-0808D4FE1C3F
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,12,82,Minam River,Minam River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Minam River - spring",Minam River Spring Chinook,Minam River spring Chinook,Same,,Minam River,,2007,Oregon Department of Fish and Wildlife,1,Yes,22589,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 11 2012 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060316,Yes,Aug 10 2016  3:13PM,Oct 19 2017 10:25AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,97C7829E-D1AE-41A4-878E-3826D5304AF2
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,12,82,Minam River,Minam River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Minam River - spring",Minam River Spring Chinook,Minam River spring Chinook,Same,,Minam River,,2006,Oregon Department of Fish and Wildlife,1,Yes,34774,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 11 2012 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060316,Yes,Aug 10 2016  3:13PM,Oct 19 2017 10:25AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,F498BAEA-076D-437B-8128-92386A17E902
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,12,82,Minam River,Minam River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Minam River - spring",Minam River Spring Chinook,Minam River spring Chinook,Same,,Minam River,,2005,Oregon Department of Fish and Wildlife,1,Yes,88766,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 11 2012 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060316,Yes,Aug 10 2016  3:13PM,Oct 19 2017 10:25AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,BC2476C8-8BE2-495A-AE96-593E5B0F5593
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,12,82,Minam River,Minam River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Minam River - spring",Minam River Spring Chinook,Minam River spring Chinook,Same,,Minam River,,2004,Oregon Department of Fish and Wildlife,1,Yes,37047,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 11 2012 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060316,Yes,Aug 10 2016  3:13PM,Oct 19 2017 10:25AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,ACC73DF4-1047-480A-8439-5F4F13790CD8
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,12,82,Minam River,Minam River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Minam River - spring",Minam River Spring Chinook,Minam River spring Chinook,Same,,Minam River,,2003,Oregon Department of Fish and Wildlife,1,Yes,53310,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 11 2012 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060316,Yes,Aug 10 2016  3:13PM,Oct 19 2017 10:25AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,D9297957-2AC2-420F-B736-7124983FDD77
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,12,82,Minam River,Minam River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Minam River - spring",Minam River Spring Chinook,Minam River spring Chinook,Same,,Minam River,,2002,Oregon Department of Fish and Wildlife,1,Yes,45642,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 11 2012 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060316,Yes,Aug 10 2016  3:12PM,Oct 19 2017 10:24AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,393B3ED0-DEC4-42C2-A357-5F2A840229AC
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,12,82,Minam River,Minam River - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Minam River - spring",Minam River Spring Chinook,Minam River spring Chinook,Same,,Minam River,,2001,Oregon Department of Fish and Wildlife,1,Yes,25038,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 11 2012 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060316,Yes,Aug 10 2016  3:13PM,Oct 19 2017 10:25AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,C6A432DF-A33E-44AC-8EDC-FB544024443F
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,11,76,Wallowa/Lostine Rivers,Wallowa/Lostine Rivers - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Wallowa/Lostine Rivers - spring",Wallowa - Lostine River Spring Chinook,Lostine River spring Chinook,Portion,Lostine River only,Lostine River,,2017,Oregon Department of Fish and Wildlife,1,Yes,34657,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Aug 13 2018 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Aug 13 2018 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060315,Yes,Aug 24 2018 10:35AM,Aug 24 2018 10:36AM,Aug 24 2018  6:55PM,Feb  8 2019 10:00PM,Age Data,,CAA2BCA2-0784-410D-A4DF-7E87632DAF96
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,11,76,Wallowa/Lostine Rivers,Wallowa/Lostine Rivers - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Wallowa/Lostine Rivers - spring",Wallowa - Lostine River Spring Chinook,Lostine River spring Chinook,Portion,Lostine River only,Lostine River,,2016,Oregon Department of Fish and Wildlife,1,Yes,32885,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Jul 27 2018 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Aug 17 2018 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060315,Yes,Sep 20 2017  4:04PM,Aug 24 2018 10:35AM,Aug 24 2018 10:35AM,Feb  8 2019 10:00PM,Age Data,Aug 24 2018 10:35AM,5B754CF5-CEA9-4A49-BCDF-950B2A0A2C58
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,11,76,Wallowa/Lostine Rivers,Wallowa/Lostine Rivers - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Wallowa/Lostine Rivers - spring",Wallowa - Lostine River Spring Chinook,Lostine River spring Chinook,Portion,Lostine River only,Lostine River,,2015,Oregon Department of Fish and Wildlife,1,Yes,18034,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Sep  7 2017 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060315,Yes,Sep 20 2017  4:03PM,Oct 19 2017 10:24AM,Oct 19 2017 10:24AM,Feb  8 2019 10:00PM,Age Data,,2017FB24-2522-4078-B339-04CD0AA70ECC
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,11,76,Wallowa/Lostine Rivers,Wallowa/Lostine Rivers - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Wallowa/Lostine Rivers - spring",Wallowa - Lostine River Spring Chinook,Lostine River spring Chinook,Portion,Lostine River only,Lostine River,,2014,Oregon Department of Fish and Wildlife,1,Yes,58557,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Jul 27 2018 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Aug 17 2018 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060315,Yes,Aug 10 2016  3:12PM,Aug 24 2018 10:35AM,Aug 24 2018 10:34AM,Feb  8 2019 10:00PM,Age Data,Aug 24 2018 10:34AM,331A7908-D5E5-4689-89E3-03C6BD7FE29B
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,11,76,Wallowa/Lostine Rivers,Wallowa/Lostine Rivers - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Wallowa/Lostine Rivers - spring",Wallowa - Lostine River Spring Chinook,Lostine River spring Chinook,Portion,Lostine River only,Lostine River,,2013,Oregon Department of Fish and Wildlife,1,Yes,44592,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 12 2015 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060315,Yes,Aug 10 2016  3:12PM,Oct 19 2017 10:24AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,4E570CC3-F507-4BA8-85C3-C6E1A47ECB63
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,11,76,Wallowa/Lostine Rivers,Wallowa/Lostine Rivers - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Wallowa/Lostine Rivers - spring",Wallowa - Lostine River Spring Chinook,Lostine River spring Chinook,Portion,Lostine River only,Lostine River,,2012,Oregon Department of Fish and Wildlife,1,Yes,65544,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Sep 12 2013 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060315,Yes,Aug 10 2016  3:13PM,Oct 19 2017 10:25AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,E0CD34C4-C9FF-4E82-B914-6E5ACC49DE42
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,11,76,Wallowa/Lostine Rivers,Wallowa/Lostine Rivers - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Wallowa/Lostine Rivers - spring",Wallowa - Lostine River Spring Chinook,Lostine River spring Chinook,Portion,Lostine River only,Lostine River,,2011,Oregon Department of Fish and Wildlife,1,Yes,46725,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Sep 12 2013 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060315,Yes,Aug 10 2016  3:13PM,Oct 19 2017 10:25AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,C4A8F029-D0C3-4C8E-8DCD-FAEF66C60A02
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,11,76,Wallowa/Lostine Rivers,Wallowa/Lostine Rivers - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Wallowa/Lostine Rivers - spring",Wallowa - Lostine River Spring Chinook,Lostine River spring Chinook,Portion,Lostine River only,Lostine River,,2010,Oregon Department of Fish and Wildlife,1,Yes,33619,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 11 2012 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060315,Yes,Aug 10 2016  3:12PM,Oct 19 2017 10:24AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,44782C4D-E5E7-45AB-9B42-F6675F29D9A9
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,11,76,Wallowa/Lostine Rivers,Wallowa/Lostine Rivers - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Wallowa/Lostine Rivers - spring",Wallowa - Lostine River Spring Chinook,Lostine River spring Chinook,Portion,Lostine River only,Lostine River,,2009,Oregon Department of Fish and Wildlife,1,Yes,24567,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 11 2012 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060315,Yes,Aug 10 2016  3:12PM,Oct 19 2017 10:24AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,5525DBBA-8F5C-4940-BA79-9B3AAF4709EA
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,11,76,Wallowa/Lostine Rivers,Wallowa/Lostine Rivers - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Wallowa/Lostine Rivers - spring",Wallowa - Lostine River Spring Chinook,Lostine River spring Chinook,Portion,Lostine River only,Lostine River,,2008,Oregon Department of Fish and Wildlife,1,Yes,20622,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 11 2012 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060315,Yes,Aug 10 2016  3:13PM,Oct 19 2017 10:25AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,F504453D-98D1-4114-8D5F-53D1A40A94C4
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,11,76,Wallowa/Lostine Rivers,Wallowa/Lostine Rivers - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Wallowa/Lostine Rivers - spring",Wallowa - Lostine River Spring Chinook,Lostine River spring Chinook,Portion,Lostine River only,Lostine River,,2007,Oregon Department of Fish and Wildlife,1,Yes,31231,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 11 2012 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060315,Yes,Aug 10 2016  3:13PM,Oct 19 2017 10:25AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,F7D9BDDF-52C8-479D-80C6-4F1265CEDE71
Chinook salmon,Spring,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Grande Ronde/Imnaha,11,76,Wallowa/Lostine Rivers,Wallowa/Lostine Rivers - spring Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Wallowa/Lostine Rivers - spring",Wallowa - Lostine River Spring Chinook,Lostine River spring Chinook,Portion,Lostine River only,Lostine River,,2006,Oregon Department of Fish and Wildlife,1,Yes,41665,,,,,,,,,,1,,,,,,,,,,A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015,https://www.monitoringresources.org/Document/Protocol/Details/217,,,,"AgeProp is provided based on the DES definition, which may not match Age designation provided in source reports and datasets, which defines age as beginning with fry emergence.",No,Reviewed,Oct 11 2012 12:00AM,,Kasey,Bliesner,(541) 962-3958,kasey.bliesner@state.or.us,ODFW reserves the right to review and revise this data at any time.,ODFW,,Sep  7 2017 12:00AM,Jake Chambers,Eastern Oregon Fish Research,30119060315,Yes,Aug 10 2016  3:13PM,Oct 19 2017 10:24AM,Dec 19 2017 11:40AM,Feb  8 2019 10:00PM,Age Data,,7868C5DB-1594-40A3-9D44-B66F3D505C4F
