COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,CBFWAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTLOCATION,SMOLTDEF,SMOLTLOCPTCODE,ADULTLOCATION,SMOLTTOADULTLOCS,SARTYPE,SCOPEOFINFERENCE,OUTMIGRATIONYEAR,TRTMETHOD,CONTACTAGY,CONTACTAGENCY,METHODNUMBER,BESTVALUE,SAR,SARLOWERLIMIT,SARUPPERLIMIT,SARALPHA,RETURNSMISSING,RETURNSMISSINGEXPLANATION,REARINGTYPE,TSO,TSOLOWERLIMIT,TSOUPPERLIMIT,TSOALPHA,TAR,TARLOWERLIMIT,TARUPPERLIMIT,TARALPHA,RETURNDEF,HARVESTADJ,OCEANHARVEST,MAINSTEMHARVEST,TRIBHARVEST,BROODSTOCKREMOVED,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,LASTUPDATED,INDICATORLOCATION,METRICLOCATION,MEASURELOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,UPDDATE,DATAENTRY,DATAENTRYNOTES,COMPILERRECORDID,PUBLISH,SNLOADDATE,VALIDATIONDATE,LASTMODIFIEDDATE,DOWNLOADDATE,DISPLAYNOTE,HLI_LASTUPDATED,ID
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2002,No,FPC,Fish Passage Center,1,Yes,1.04,0.83,1.24,0.1,,,Natural,23356,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_GRA 2002 w/ jacks,Yes,Dec 24 2018 11:14AM,Dec 24 2018 11:14AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,A48631E6-D4AD-4F31-A9B1-EF83BE405C72
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Excluding jacks,,2002,No,FPC,Fish Passage Center,1,Yes,1.14,0.94,1.35,0.1,,,Natural,23356,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_BOA 2002 w/o jacks,Yes,Dec 24 2018 11:19AM,Dec 24 2018 11:20AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,54FA0515-1592-453C-84B8-12FD3C0BBBD0
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2002,No,FPC,Fish Passage Center,1,Yes,1.29,1.07,1.52,0.1,,,Natural,23356,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_BOA 2002 w/ jacks,Yes,Dec 24 2018 11:14AM,Dec 24 2018 11:14AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,09262913-EB4E-48FE-9C49-AD3EC6071347
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Excluding jacks,,2001,No,FPC,Fish Passage Center,1,Yes,1.27,0.54,2.11,0.1,,,Natural,22415,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_GRA 2001 w/o jacks,Yes,Dec 24 2018 11:19AM,Dec 24 2018 11:20AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,028CE6AA-7843-4CE8-BA8B-202B0ECE6A94
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2001,No,FPC,Fish Passage Center,1,Yes,1.99,1.1,2.99,0.1,,,Natural,22415,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_BOA 2001 w/ jacks,Yes,Dec 24 2018 11:14AM,Dec 24 2018 11:14AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,21AFAFEC-8EAA-4994-A3FC-B8886E5EC81B
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Excluding jacks,,2001,No,FPC,Fish Passage Center,1,Yes,1.81,0.9,2.89,0.1,,,Natural,22415,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_BOA 2001 w/o jacks,Yes,Dec 24 2018 11:19AM,Dec 24 2018 11:20AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,367CA055-F365-42C3-AC2E-BD43A248A2EB
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2001,No,FPC,Fish Passage Center,1,Yes,1.45,0.7,2.32,0.1,,,Natural,22415,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_GRA 2001 w/ jacks,Yes,Dec 24 2018 11:14AM,Dec 24 2018 11:14AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,4C6A867E-C628-4536-A8E1-68C601E540CD
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Excluding jacks,,2000,No,FPC,Fish Passage Center,1,Yes,1.71,1.22,2.24,0.1,,,Natural,25053,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_GRA 2000 w/o jacks,Yes,Dec 24 2018 11:19AM,Dec 24 2018 11:20AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,4F49D00B-3249-4DB3-82D1-25FF9AFCC801
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Excluding jacks,,2000,No,FPC,Fish Passage Center,1,Yes,2.6,1.95,3.28,0.1,,,Natural,25053,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_BOA 2000 w/o jacks,Yes,Dec 24 2018 11:19AM,Dec 24 2018 11:20AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,78CFF61A-32C8-45F5-AA33-B624AECE16FB
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2000,No,FPC,Fish Passage Center,1,Yes,1.72,1.25,2.2,0.1,,,Natural,25053,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_GRA 2000 w/ jacks,Yes,Dec 24 2018 11:14AM,Dec 24 2018 11:14AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,C5DB5198-1AE9-4704-8BDD-21BAEDB9CBB8
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2000,No,FPC,Fish Passage Center,1,Yes,2.69,2.01,3.39,0.1,,,Natural,25053,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_BOA 2000 w/ jacks,Yes,Dec 24 2018 11:14AM,Dec 24 2018 11:14AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,F98A77FB-C9A1-49F3-90B7-D91F5579D3C3
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,1999,No,FPC,Fish Passage Center,1,Yes,2.55,2.03,3.09,0.1,,,Natural,33662,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_GRA 1999 w/ jacks,Yes,Dec 24 2018 11:14AM,Dec 24 2018 11:14AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,D712743A-8829-46CC-89CF-AC2FCFCD2CEB
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Excluding jacks,,1999,No,FPC,Fish Passage Center,1,Yes,2.39,1.89,2.94,0.1,,,Natural,33662,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_GRA 1999 w/o jacks,Yes,Dec 24 2018 11:19AM,Dec 24 2018 11:20AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,BEF389B6-4001-4B61-A63D-4DF589BF55B0
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,1998,No,FPC,Fish Passage Center,1,Yes,1.25,0.84,1.7,0.1,,,Natural,17363,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_GRA 1998 w/ jacks,Yes,Dec 24 2018 11:14AM,Dec 24 2018 11:14AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,43C8C532-379B-4633-ACF7-30158FCE4013
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Excluding jacks,,1998,No,FPC,Fish Passage Center,1,Yes,1.21,0.82,1.64,0.1,,,Natural,17363,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_GRA 1998 w/o jacks,Yes,Dec 24 2018 11:19AM,Dec 24 2018 11:20AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,17746580-F84E-4850-8AF2-CB3D90CFA821
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Excluding jacks,,1997,No,FPC,Fish Passage Center,1,Yes,1.73,0.97,2.68,0.1,,,Natural,2898,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_GRA 1997 w/o jacks,Yes,Dec 24 2018 11:19AM,Dec 24 2018 11:20AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,C804812A-7088-49CD-A48D-6FA8FEBC6DA3
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",,1009,,Above Lower Granite Dam {SuperPopulation},Wild spring/summer Chinook salmon above Lower Granite Dam,"Salmon, Chinook (Snake River spring/summer-run ESU) Snake Basin wild spring/summer Chinook above Lower Granite Dam {SuperPopulation}",,,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,1997,No,FPC,Fish Passage Center,1,Yes,1.78,0.99,2.73,0.1,,,Natural,2898,,,,,,,,Returns to a dam,Not adjusted,,,,,,http://www.fpc.org/documents/CSS/DRAFT2018CSSReportv1-1.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 12/24/2018 from Fish Passage Center (http://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,,http://www.fpc.org/,http://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,Dec 24 2018 10:45AM,Data downloaded from Fish Passage Center.,,1009 LGR_to_GRA 1997 w/ jacks,Yes,Dec 24 2018 11:14AM,Dec 24 2018 11:14AM,Dec 24 2018  6:55PM,Feb  8 2019 10:00PM,Metrics,,D0A5F069-704B-46BF-A3A3-7ED5CF75D063
